epoch,train_pr_auc,train_roc_auc,train_f1,train_mcc,train_precision,train_recall,train_signal_recall_at_0.30,train_signal_recall_at_0.50,train_signal_recall_at_0.70,train_loss,val_pr_auc,val_roc_auc,val_f1,val_mcc,val_precision,val_recall,val_signal_recall_at_0.30,val_signal_recall_at_0.50,val_signal_recall_at_0.70,val_loss,learning_rate
1.0,0.5241061381036153,0.7244311252768665,0.5279905987628977,0.26266384638562745,0.3816736337184478,0.8562327616820059,0.49244384279989,0.7098522410814649,0.8701188692998406,0.4208417588162705,0.5996572726153222,0.7506202068032368,0.5801968782103242,0.3028455712607025,0.4363524932192781,0.8655156805690268,0.503339799547365,0.7203815066278694,0.8770675719366311,0.45485451918078296,4.9999999999999996e-05
2.0,0.5634197555081891,0.7531596748647861,0.5525403441788254,0.3114298848259382,0.41469242973950643,0.8276642129180918,0.5205264478852105,0.7354624074504243,0.8833594995314115,0.4023690494677266,0.607821430591504,0.7551614173995876,0.5810433978693441,0.3049989766149551,0.4352374663810735,0.8737536372453928,0.5063853863562884,0.7245101842870999,0.8788134497251859,0.4527157059131422,9.999999999999999e-05
3.0,0.5727462796697602,0.7576587064603397,0.5557338282705456,0.31749657852753316,0.4189717384856574,0.8250489281203859,0.5246736567795818,0.7392678537576529,0.8853333119731717,0.3989108988880439,0.6124961162405932,0.7572346774133516,0.58803463158919,0.3195330913972054,0.4495235098675267,0.8499191723246039,0.5079081797607501,0.7261396702230843,0.8807727125767862,0.4493170681549038,0.00015
4.0,0.5804232683029203,0.7606991676752215,0.558318194062234,0.3223515092901651,0.4225839628986032,0.8225084038886175,0.5275732987298714,0.7416702044434477,0.8865688638262992,0.3967775093301588,0.6121402853070866,0.75756694279453,0.5834539223359781,0.3100802625858306,0.43919408112467784,0.8688360814742968,0.5101616553507922,0.7264823795667636,0.8800937601034594,0.44854779263283806,0.00019999999999999998
5.0,0.5866337598374737,0.7638457658965507,0.5608524932342259,0.32708753829159437,0.4260652671682951,0.8203837353048763,0.5306892123173372,0.7436146466628752,0.887772375436882,0.3944189465309591,0.6212091710638523,0.7615695426893617,0.592820174865499,0.32957758711260954,0.4570247282346861,0.8434270934367928,0.51303265438086,0.7301034594245069,0.8826673132880698,0.4449703444353483,0.00024999999999999995
6.0,0.5922480225840644,0.766060633555177,0.5627317014091666,0.33057757217884887,0.4286736732923709,0.8187897332382806,0.5329700770834835,0.7450878303148755,0.8883057119742397,0.3927371575523495,0.6229325317473572,0.7614684274308174,0.5785665877926482,0.30070995442536247,0.4279215416486542,0.8929033301002263,0.5140025864856127,0.7302554154542515,0.8815033947623666,0.4479642371396535,0.0003
7.0,0.5962031335393443,0.7680174441638349,0.564529762085821,0.3339088774004669,0.43108615655767935,0.8176282744460376,0.5348964966664798,0.7465376512900203,0.8891741360482099,0.39120395708526173,0.6299854503255762,0.7662023134465752,0.5966225916913135,0.33745811560255384,0.4628819402950467,0.8390494665373424,0.5173456191399936,0.733216941480763,0.8840090526996444,0.44245875733350437,0.0002997589621333844
8.0,0.6022962976607218,0.7709574165827258,0.5667734306584896,0.3380556673552705,0.43396132728168435,0.8167304801497347,0.5370478654523415,0.7481596885688425,0.8900098523745825,0.3888757397371743,0.6322437599674614,0.7664882897017194,0.5876735950362358,0.31934511464092263,0.44314151332401314,0.8721176850953767,0.5164371160685419,0.7332880698351115,0.8841254445522146,0.44218154624474104,0.00029903656497247367
9.0,0.6066790054918305,0.7728200749058025,0.5684130451471522,0.3410575867237553,0.4362419630250949,0.8154862507309181,0.5389522573685883,0.7496408822814788,0.8907467779531091,0.38720794271495584,0.6337446461983096,0.7665360895454322,0.5856093021346558,0.31511197469976193,0.43972402068060407,0.87635305528613,0.5173553184610411,0.7337536372453928,0.8840704817329453,0.44062935730358926,0.00029783525287803935
10.0,0.6106348677583128,0.7747166437441722,0.5696375416353683,0.3433228710878597,0.4375408925419162,0.815990884550996,0.5408306165877675,0.7509204894681053,0.8914529982991971,0.3857372902567404,0.6394353918889646,0.7696111170398908,0.592000533816734,0.3280853933247526,0.4512048958695339,0.8605205302295506,0.5212253475590042,0.7363142580019398,0.8854736501778209,0.43859052830484957,0.00029615909070994264
